Name,ShortName,Region,State,Code,Visitors,Year,Area,PersonAcre
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,683121,1980,221415.77,3.085240947
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,747832,1981,221415.77,3.37750107
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,710619,1982,221415.77,3.209432643
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,708512,1983,221415.77,3.199916609
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,714761,1984,221415.77,3.228139531
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,736659,1985,221415.77,3.327039443
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,761257,1986,221415.77,3.438133607
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,758082,1987,221415.77,3.423794069
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,857031,1988,221415.77,3.870686356
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,824141,1989,221415.77,3.722142285
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,844592,1990,221415.77,3.814506979
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,874521,1991,221415.77,3.94967802
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,930031,1992,221415.77,4.200382836
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,936429,1993,221415.77,4.2292787
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,922927,1994,221415.77,4.168298401
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,935065,1995,221415.77,4.223118344
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,829495,1996,221415.77,3.746323037
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,823266,1997,221415.77,3.718190443
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,816506,1998,221415.77,3.687659646
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,666978,1999,221415.77,3.012332861
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,605192,2.00E+03,221415.77,2.73328318
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,583904,2001,221415.77,2.637138267
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,571586,2002,221415.77,2.581505373
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,586245,2003,221415.77,2.647711136
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,580000,2004,221415.77,2.61950628
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,598378,2005,221415.77,2.702508498
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,581681,2006,221415.77,2.627098332
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,563590,2007,221415.77,2.545392318
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,543714,2008,221415.77,2.455624547
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,631613,2009,221415.77,2.852610724
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,664725,2010,221415.77,3.002157434
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,614054,2011,221415.77,2.77330743
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,664857,2012,221415.77,3.002753598
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,644648,2013,221415.77,2.91148187
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,836799,2014,221415.77,3.779310751
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,793225,2015,221415.77,3.582513567
Petrified Forest National Park,Petrified Forest,IM,AZ,PEFO,643274,2016,221415.77,2.90527635
Pinnacles National Park,Pinnacles,PW,CA,PINN,6500,1923,26685.73,0.243575874
Pinnacles National Park,Pinnacles,PW,CA,PINN,8973,1924,26685.73,0.336247125
Pinnacles National Park,Pinnacles,PW,CA,PINN,10000,1925,26685.73,0.374732113
Pinnacles National Park,Pinnacles,PW,CA,PINN,10167,1926,26685.73,0.38099014
Pinnacles National Park,Pinnacles,PW,CA,PINN,11265,1927,26685.73,0.422135726
Pinnacles National Park,Pinnacles,PW,CA,PINN,13216,1928,26685.73,0.495245961
Pinnacles National Park,Pinnacles,PW,CA,PINN,10756,1929,26685.73,0.403061861
Pinnacles National Park,Pinnacles,PW,CA,PINN,11862,1930,26685.73,0.444507233
Pinnacles National Park,Pinnacles,PW,CA,PINN,12813,1931,26685.73,0.480144257
Pinnacles National Park,Pinnacles,PW,CA,PINN,14238,1932,26685.73,0.533543583
Pinnacles National Park,Pinnacles,PW,CA,PINN,9957,1933,26685.73,0.373120765
Pinnacles National Park,Pinnacles,PW,CA,PINN,20129,1934,26685.73,0.754298271
Pinnacles National Park,Pinnacles,PW,CA,PINN,17872,1935,26685.73,0.669721233
Pinnacles National Park,Pinnacles,PW,CA,PINN,18614,1936,26685.73,0.697526356
Pinnacles National Park,Pinnacles,PW,CA,PINN,22426,1937,26685.73,0.840374237
Pinnacles National Park,Pinnacles,PW,CA,PINN,22266,1938,26685.73,0.834378524
Pinnacles National Park,Pinnacles,PW,CA,PINN,24717,1939,26685.73,0.926225365
Pinnacles National Park,Pinnacles,PW,CA,PINN,25068,1940,26685.73,0.939378462
Pinnacles National Park,Pinnacles,PW,CA,PINN,27131,1941,26685.73,1.016685697
Pinnacles National Park,Pinnacles,PW,CA,PINN,10311,1942,26685.73,0.386386282
Pinnacles National Park,Pinnacles,PW,CA,PINN,4570,1943,26685.73,0.171252576
Pinnacles National Park,Pinnacles,PW,CA,PINN,3845,1944,26685.73,0.144084498
Pinnacles National Park,Pinnacles,PW,CA,PINN,7494,1945,26685.73,0.280824246
Pinnacles National Park,Pinnacles,PW,CA,PINN,16298,1946,26685.73,0.610738398
Pinnacles National Park,Pinnacles,PW,CA,PINN,18328,1947,26685.73,0.686809017
Pinnacles National Park,Pinnacles,PW,CA,PINN,20331,1948,26685.73,0.76186786
Pinnacles National Park,Pinnacles,PW,CA,PINN,24557,1949,26685.73,0.920229651
Pinnacles National Park,Pinnacles,PW,CA,PINN,24814,1950,26685.73,0.929860266
Pinnacles National Park,Pinnacles,PW,CA,PINN,27090,1951,26685.73,1.015149295
Pinnacles National Park,Pinnacles,PW,CA,PINN,28236,1952,26685.73,1.058093595
Pinnacles National Park,Pinnacles,PW,CA,PINN,42199,1953,26685.73,1.581332045
Pinnacles National Park,Pinnacles,PW,CA,PINN,38300,1954,26685.73,1.435223994
Pinnacles National Park,Pinnacles,PW,CA,PINN,36500,1955,26685.73,1.367772214
Pinnacles National Park,Pinnacles,PW,CA,PINN,40300,1956,26685.73,1.510170417
Pinnacles National Park,Pinnacles,PW,CA,PINN,53200,1957,26685.73,1.993574843
Pinnacles National Park,Pinnacles,PW,CA,PINN,54900,1958,26685.73,2.057279302
Pinnacles National Park,Pinnacles,PW,CA,PINN,71400,1959,26685.73,2.67558729
Pinnacles National Park,Pinnacles,PW,CA,PINN,72000,1960,26685.73,2.698071216
Pinnacles National Park,Pinnacles,PW,CA,PINN,76900,1961,26685.73,2.881689952
Pinnacles National Park,Pinnacles,PW,CA,PINN,81500,1962,26685.73,3.054066724
Pinnacles National Park,Pinnacles,PW,CA,PINN,97000,1963,26685.73,3.6349015
Pinnacles National Park,Pinnacles,PW,CA,PINN,103200,1964,26685.73,3.86723541
Pinnacles National Park,Pinnacles,PW,CA,PINN,118000,1965,26685.73,4.421838938
Pinnacles National Park,Pinnacles,PW,CA,PINN,117900,1966,26685.73,4.418091617
Pinnacles National Park,Pinnacles,PW,CA,PINN,160600,1967,26685.73,6.018197741
Pinnacles National Park,Pinnacles,PW,CA,PINN,147000,1968,26685.73,5.508562067
Pinnacles National Park,Pinnacles,PW,CA,PINN,147000,1969,26685.73,5.508562067
Pinnacles National Park,Pinnacles,PW,CA,PINN,166200,1970,26685.73,6.228047724
Pinnacles National Park,Pinnacles,PW,CA,PINN,169200,1971,26685.73,6.340467358
Pinnacles National Park,Pinnacles,PW,CA,PINN,168896,1972,26685.73,6.329075502
Pinnacles National Park,Pinnacles,PW,CA,PINN,155500,1973,26685.73,5.827084363
Pinnacles National Park,Pinnacles,PW,CA,PINN,138500,1974,26685.73,5.19003977
Pinnacles National Park,Pinnacles,PW,CA,PINN,162200,1975,26685.73,6.078154879
Pinnacles National Park,Pinnacles,PW,CA,PINN,156900,1976,26685.73,5.879546859
Pinnacles National Park,Pinnacles,PW,CA,PINN,160500,1977,26685.73,6.01445042
Pinnacles National Park,Pinnacles,PW,CA,PINN,155822,1978,26685.73,5.839150737
Pinnacles National Park,Pinnacles,PW,CA,PINN,153717,1979,26685.73,5.760269627
Pinnacles National Park,Pinnacles,PW,CA,PINN,163626,1980,26685.73,6.131591678
Pinnacles National Park,Pinnacles,PW,CA,PINN,155205,1981,26685.73,5.816029766
Pinnacles National Park,Pinnacles,PW,CA,PINN,171026,1982,26685.73,6.408893442
Pinnacles National Park,Pinnacles,PW,CA,PINN,170631,1983,26685.73,6.394091524
Pinnacles National Park,Pinnacles,PW,CA,PINN,166258,1984,26685.73,6.230221171
Pinnacles National Park,Pinnacles,PW,CA,PINN,191578,1985,26685.73,7.179042882
Pinnacles National Park,Pinnacles,PW,CA,PINN,198236,1986,26685.73,7.428539523
Pinnacles National Park,Pinnacles,PW,CA,PINN,204705,1987,26685.73,7.670953727
Pinnacles National Park,Pinnacles,PW,CA,PINN,212094,1988,26685.73,7.947843286
Pinnacles National Park,Pinnacles,PW,CA,PINN,218601,1989,26685.73,8.191681472
Pinnacles National Park,Pinnacles,PW,CA,PINN,214268,1990,26685.73,8.029310047
Pinnacles National Park,Pinnacles,PW,CA,PINN,192610,1991,26685.73,7.217715236
Pinnacles National Park,Pinnacles,PW,CA,PINN,191683,1992,26685.73,7.182977569
Pinnacles National Park,Pinnacles,PW,CA,PINN,194757,1993,26685.73,7.298170221
Pinnacles National Park,Pinnacles,PW,CA,PINN,172642,1994,26685.73,6.469450152
Pinnacles National Park,Pinnacles,PW,CA,PINN,177527,1995,26685.73,6.652506789
Pinnacles National Park,Pinnacles,PW,CA,PINN,164465,1996,26685.73,6.163031703
Pinnacles National Park,Pinnacles,PW,CA,PINN,171971,1997,26685.73,6.444305627
Pinnacles National Park,Pinnacles,PW,CA,PINN,94639,1998,26685.73,3.546427248
Pinnacles National Park,Pinnacles,PW,CA,PINN,164854,1999,26685.73,6.177608782
Pinnacles National Park,Pinnacles,PW,CA,PINN,162110,2.00E+03,26685.73,6.07478229
Pinnacles National Park,Pinnacles,PW,CA,PINN,178243,2001,26685.73,6.679337609
Pinnacles National Park,Pinnacles,PW,CA,PINN,162266,2002,26685.73,6.080628111
Pinnacles National Park,Pinnacles,PW,CA,PINN,162791,2003,26685.73,6.100301547
Pinnacles National Park,Pinnacles,PW,CA,PINN,157397,2004,26685.73,5.898171045
Pinnacles National Park,Pinnacles,PW,CA,PINN,170994,2005,26685.73,6.4076943
Pinnacles National Park,Pinnacles,PW,CA,PINN,158824,2006,26685.73,5.951645318
Pinnacles National Park,Pinnacles,PW,CA,PINN,161019,2007,26685.73,6.033899016
Pinnacles National Park,Pinnacles,PW,CA,PINN,166988,2008,26685.73,6.257576615
Pinnacles National Park,Pinnacles,PW,CA,PINN,171112,2009,26685.73,6.412116138
Pinnacles National Park,Pinnacles,PW,CA,PINN,246575,2010,26685.73,9.239957086
Pinnacles National Park,Pinnacles,PW,CA,PINN,393219,2011,26685.73,14.73517869
Pinnacles National Park,Pinnacles,PW,CA,PINN,224476,2012,26685.73,8.411836588
Pinnacles National Park,Pinnacles,PW,CA,PINN,237677,2013,26685.73,8.906520451
Pinnacles National Park,Pinnacles,PW,CA,PINN,196635,2014,26685.73,7.368544911
Pinnacles National Park,Pinnacles,PW,CA,PINN,206533,2015,26685.73,7.739454757
Pinnacles National Park,Pinnacles,PW,CA,PINN,215555,2016,26685.73,8.07753807
Redwood National Park,Redwood,PW,CA,REDW,34500,1971,138999.37,0.248202564
Redwood National Park,Redwood,PW,CA,REDW,104304,1972,138999.37,0.75039189
Redwood National Park,Redwood,PW,CA,REDW,210500,1973,138999.37,1.514395353
Redwood National Park,Redwood,PW,CA,REDW,297400,1974,138999.37,2.139578043
Redwood National Park,Redwood,PW,CA,REDW,368200,1975,138999.37,2.648932869
Redwood National Park,Redwood,PW,CA,REDW,421700,1976,138999.37,3.0338267
Redwood National Park,Redwood,PW,CA,REDW,477900,1977,138999.37,3.438145079
Redwood National Park,Redwood,PW,CA,REDW,448012,1978,138999.37,3.223122522
Redwood National Park,Redwood,PW,CA,REDW,413917,1979,138999.37,2.977833641
Redwood National Park,Redwood,PW,CA,REDW,471710,1980,138999.37,3.393612503
Redwood National Park,Redwood,PW,CA,REDW,549461,1981,138999.37,3.952974751
Redwood National Park,Redwood,PW,CA,REDW,467126,1982,138999.37,3.360633937
Redwood National Park,Redwood,PW,CA,REDW,473711,1983,138999.37,3.408008252
Redwood National Park,Redwood,PW,CA,REDW,467155,1984,138999.37,3.360842571
Redwood National Park,Redwood,PW,CA,REDW,505791,1985,138999.37,3.638800665
Redwood National Park,Redwood,PW,CA,REDW,567849,1986,138999.37,4.08526312
Redwood National Park,Redwood,PW,CA,REDW,610897,1987,138999.37,4.394962366
Redwood National Park,Redwood,PW,CA,REDW,677135,1988,138999.37,4.8714969
Redwood National Park,Redwood,PW,CA,REDW,654115,1989,138999.37,4.705884638
Redwood National Park,Redwood,PW,CA,REDW,348458,1990,138999.37,2.506903449
Redwood National Park,Redwood,PW,CA,REDW,366280,1991,138999.37,2.635119857
Redwood National Park,Redwood,PW,CA,REDW,387781,1992,138999.37,2.789804011
Redwood National Park,Redwood,PW,CA,REDW,421027,1993,138999.37,3.028984952
Redwood National Park,Redwood,PW,CA,REDW,475033,1994,138999.37,3.417519087
Redwood National Park,Redwood,PW,CA,REDW,552464,1995,138999.37,3.974579165
Redwood National Park,Redwood,PW,CA,REDW,426938,1996,138999.37,3.071510324
Redwood National Park,Redwood,PW,CA,REDW,382488,1997,138999.37,2.751724702
Redwood National Park,Redwood,PW,CA,REDW,383188,1998,138999.37,2.756760696
Redwood National Park,Redwood,PW,CA,REDW,369726,1999,138999.37,2.659911336
Redwood National Park,Redwood,PW,CA,REDW,383253,2.00E+03,138999.37,2.757228324
Redwood National Park,Redwood,PW,CA,REDW,388352,2001,138999.37,2.793911944
Redwood National Park,Redwood,PW,CA,REDW,404789,2002,138999.37,2.912164278
Redwood National Park,Redwood,PW,CA,REDW,408126,2003,138999.37,2.936171581
Redwood National Park,Redwood,PW,CA,REDW,392029,2004,138999.37,2.820365301
Redwood National Park,Redwood,PW,CA,REDW,394144,2005,138999.37,2.835581197
Redwood National Park,Redwood,PW,CA,REDW,383780,2006,138999.37,2.761019708
Redwood National Park,Redwood,PW,CA,REDW,385171,2007,138999.37,2.771026948
Redwood National Park,Redwood,PW,CA,REDW,396899,2008,138999.37,2.855401431
Redwood National Park,Redwood,PW,CA,REDW,444426,2009,138999.37,3.197323844
Redwood National Park,Redwood,PW,CA,REDW,418820,2010,138999.37,3.013107182
Redwood National Park,Redwood,PW,CA,REDW,380167,2011,138999.37,2.735026785
Redwood National Park,Redwood,PW,CA,REDW,352517,2012,138999.37,2.53610502
Redwood National Park,Redwood,PW,CA,REDW,393364,2013,138999.37,2.829969661
Redwood National Park,Redwood,PW,CA,REDW,429166,2014,138999.37,3.087539174
Redwood National Park,Redwood,PW,CA,REDW,527143,2015,138999.37,3.792412872
Redwood National Park,Redwood,PW,CA,REDW,536297,2016,138999.37,3.858269286
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,31000,1915,265795.2,0.116631151
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,51000,1916,265795.2,0.191877054
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,117186,1917,265795.2,0.440888323
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,101497,1918,265795.2,0.381861674
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,169492,1919,265795.2,0.637678935
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,240966,1920,265795.2,0.906585221
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,273737,1921,265795.2,1.029879396
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,219164,1922,265795.2,0.824559661
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,218000,1923,265795.2,0.820180349
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,224211,1924,265795.2,0.843547965
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,233912,1925,265795.2,0.88004599
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,225027,1926,265795.2,0.846617998
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,229862,1927,265795.2,0.864808695
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,235057,1928,265795.2,0.884353818
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,274408,1929,265795.2,1.032403896
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,255874,1930,265795.2,0.962673517
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,265663,1931,265795.2,0.999502625
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,282980,1932,265795.2,1.06465429
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,291934,1933,265795.2,1.098341881
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,365392,1934,265795.2,1.374712561
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,367568,1935,265795.2,1.382899315
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,550496,1936,265795.2,2.071128448
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,651899,1937,265795.2,2.452636466
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,659802,1938,265795.2,2.482369885
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,609029,1939,265795.2,2.291346872
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,627847,1940,265795.2,2.362145742
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,681845,1941,265795.2,2.565302157
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,383670,1942,265795.2,1.443479792
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,124353,1943,265795.2,0.467852693
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,211953,1944,265795.2,0.79742975
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,356793,1945,265795.2,1.342360584
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,804588,1946,265795.2,3.027097555
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,923065,1947,265795.2,3.472843001
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1023262,1948,265795.2,3.849813691
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1148216,1949,265795.2,4.319927523
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1275160,1950,265795.2,4.797528323
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1167093,1951,265795.2,4.390948369
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1364503,1952,265795.2,5.133663061
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1420152,1953,265795.2,5.343031025
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1425600,1954,265795.2,5.36352801
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1454000,1955,265795.2,5.470377193
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1587400,1956,265795.2,5.97226737
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1508200,1957,265795.2,5.674293591
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1478200,1958,265795.2,5.561424736
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1459600,1959,265795.2,5.491446046
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1532500,1960,265795.2,5.765717364
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1538000,1961,265795.2,5.786409988
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1773800,1962,265795.2,6.673559191
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1855400,1963,265795.2,6.980562478
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1885900,1964,265795.2,7.095312481
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1619800,1965,265795.2,6.094165734
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1865600,1966,265795.2,7.018937889
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,1915200,1967,265795.2,7.20554773
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2187600,1968,265795.2,8.230396937
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2217200,1969,265795.2,8.341760875
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2357900,1970,265795.2,8.871115806
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2449900,1971,265795.2,9.217246963
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2513420,1972,265795.2,9.456227953
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2507600,1973,265795.2,9.434331395
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2489300,1974,265795.2,9.365481393
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2842200,1975,265795.2,10.69319536
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2727900,1976,265795.2,10.26316502
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2882100,1977,265795.2,10.84331094
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3024868,1978,265795.2,11.3804463
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2568530,1979,265795.2,9.66356804
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2641937,1980,265795.2,9.939746843
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2911242,1981,265795.2,10.95295175
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2564116,1982,265795.2,9.646961269
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2599006,1983,265795.2,9.778227748
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2231448,1984,265795.2,8.395366056
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2248854,1985,265795.2,8.460852566
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2408234,1986,265795.2,9.060487172
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2531864,1987,265795.2,9.525619725
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2544211,1988,265795.2,9.572072784
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2502915,1989,265795.2,9.416705042
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2647323,1990,265795.2,9.960010565
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2751781,1991,265795.2,10.35301239
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2788868,1992,265795.2,10.49254464
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2780342,1993,265795.2,10.46046731
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2968450,1994,265795.2,11.16818513
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2878169,1995,265795.2,10.82852136
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2923755,1996,265795.2,11.00002935
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2965354,1997,265795.2,11.15653706
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3035422,1998,265795.2,11.42015356
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3186323,1999,265795.2,11.98788767
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3185392,2.00E+03,265795.2,11.98438497
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3139685,2001,265795.2,11.81242174
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2988475,2002,265795.2,11.24352509
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3067256,2003,265795.2,11.53992247
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2781899,2004,265795.2,10.4663252
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2798368,2005,265795.2,10.52828644
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2743676,2006,265795.2,10.32251899
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2895383,2007,265795.2,10.89328551
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2757390,2008,265795.2,10.37411511
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2822325,2009,265795.2,10.61841975
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2955821,2010,265795.2,11.1206711
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3176941,2011,265795.2,11.95258981
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3229617,2012,265795.2,12.15077247
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,2991141,2013,265795.2,11.25355537
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,3434751,2014,265795.2,12.92254713
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,4155916,2015,265795.2,15.63578274
Rocky Mountain National Park,Rocky Mountain,IM,CO,ROMO,4517585,2016,265795.2,16.99648827
Saguaro National Park,Saguaro,IM,AZ,SAGU,5000,1920,91715.72,0.054516281
Saguaro National Park,Saguaro,IM,AZ,SAGU,3000,1921,91715.72,0.032709769
Saguaro National Park,Saguaro,IM,AZ,SAGU,8000,1922,91715.72,0.08722605
Saguaro National Park,Saguaro,IM,AZ,SAGU,6000,1923,91715.72,0.065419538
Saguaro National Park,Saguaro,IM,AZ,SAGU,10000,1924,91715.72,0.109032563
Saguaro National Park,Saguaro,IM,AZ,SAGU,30000,1925,91715.72,0.327097688
Saguaro National Park,Saguaro,IM,AZ,SAGU,53000,1926,91715.72,0.577872583
Saguaro National Park,Saguaro,IM,AZ,SAGU,60540,1927,91715.72,0.660083135
Saguaro National Park,Saguaro,IM,AZ,SAGU,66450,1928,91715.72,0.72452138
Saguaro National Park,Saguaro,IM,AZ,SAGU,87600,1929,91715.72,0.95512525
Saguaro National Park,Saguaro,IM,AZ,SAGU,50000,1930,91715.72,0.545162814
Saguaro National Park,Saguaro,IM,AZ,SAGU,2500,1934,91715.72,0.027258141
Saguaro National Park,Saguaro,IM,AZ,SAGU,9900,1935,91715.72,0.107942237
Saguaro National Park,Saguaro,IM,AZ,SAGU,15000,1936,91715.72,0.163548844
Saguaro National Park,Saguaro,IM,AZ,SAGU,20000,1937,91715.72,0.218065126
Saguaro National Park,Saguaro,IM,AZ,SAGU,20422,1938,91715.72,0.2226663
Saguaro National Park,Saguaro,IM,AZ,SAGU,18000,1939,91715.72,0.196258613
Saguaro National Park,Saguaro,IM,AZ,SAGU,16892,1940,91715.72,0.184177805
Saguaro National Park,Saguaro,IM,AZ,SAGU,15506,1941,91715.72,0.169065892
Saguaro National Park,Saguaro,IM,AZ,SAGU,7855,1942,91715.72,0.085645078
Saguaro National Park,Saguaro,IM,AZ,SAGU,4988,1943,91715.72,0.054385442
Saguaro National Park,Saguaro,IM,AZ,SAGU,5129,1944,91715.72,0.055922801
Saguaro National Park,Saguaro,IM,AZ,SAGU,6395,1945,91715.72,0.069726324
Saguaro National Park,Saguaro,IM,AZ,SAGU,16811,1946,91715.72,0.183294641
Saguaro National Park,Saguaro,IM,AZ,SAGU,16610,1947,91715.72,0.181103087
